Samples,Power
10992000.000000,-49
10994000.000000,31
10996000.000000,156
10998000.000000,72
11000000.000000,-63
11002000.000000,-159
11004000.000000,-84
11006000.000000,153
11008000.000000,184
11010000.000000,18
11012000.000000,-204
11014000.000000,-86
11016000.000000,99
11018000.000000,204
11020000.000000,17
11022000.000000,-170
11024000.000000,-141
11026000.000000,49
11028000.000000,139
11030000.000000,5
11032000.000000,-41
11034000.000000,-62
11036000.000000,39
11038000.000000,6
11040000.000000,-62
11042000.000000,-65
11044000.000000,21
11046000.000000,104
11048000.000000,7
11050000.000000,-40
11052000.000000,-96
11054000.000000,26
11056000.000000,53
11058000.000000,25
11060000.000000,-102
11062000.000000,-75
11064000.000000,83
11066000.000000,79
11068000.000000,55
11070000.000000,-92
11072000.000000,-67
11074000.000000,-54
11076000.000000,37
11078000.000000,53
11080000.000000,15
11082000.000000,12
11084000.000000,-48
11086000.000000,-9
11088000.000000,9
11090000.000000,58
11092000.000000,-44
11094000.000000,-59
11096000.000000,-54
11098000.000000,41
11100000.000000,79
11102000.000000,12
11104000.000000,-36
11106000.000000,-76
11108000.000000,36
11110000.000000,16
11112000.000000,-1
11114000.000000,-46
11116000.000000,32
11118000.000000,79
11120000.000000,7
11122000.000000,-85
11124000.000000,-107
11126000.000000,91
11128000.000000,108
11130000.000000,24
11132000.000000,-119
11134000.000000,-73
11136000.000000,47
11138000.000000,95
11140000.000000,66
11142000.000000,-95
11144000.000000,-75
11146000.000000,-41
11148000.000000,70
11150000.000000,40
11152000.000000,33
11154000.000000,-22
11156000.000000,-62
11158000.000000,-57
11160000.000000,-5
11162000.000000,110
11164000.000000,107
11166000.000000,-6
11168000.000000,-205
11170000.000000,-90
11172000.000000,101
11174000.000000,161
11176000.000000,21
11178000.000000,-89
11180000.000000,-65
11182000.000000,-31
11184000.000000,99
11186000.000000,22
11188000.000000,-34
11190000.000000,-65
11192000.000000,55
11194000.000000,61
11196000.000000,-71
11198000.000000,-44
11200000.000000,64
11202000.000000,142
11204000.000000,-69
11206000.000000,-155
11208000.000000,-98
11210000.000000,130
11212000.000000,164
11214000.000000,29
11216000.000000,-117
11218000.000000,-169
11220000.000000,9
11222000.000000,92
11224000.000000,85
11226000.000000,-70
11228000.000000,-50
11230000.000000,13
11232000.000000,100
11234000.000000,11
11236000.000000,-87
11238000.000000,-25
11240000.000000,15
11242000.000000,57
11244000.000000,-58
11246000.000000,8
11248000.000000,37
11250000.000000,81
11252000.000000,60
11254000.000000,-52
11256000.000000,-127
11258000.000000,-74
11260000.000000,141
11262000.000000,138
11264000.000000,8
11266000.000000,-134
11268000.000000,-48
11270000.000000,35
11272000.000000,63
11274000.000000,50
11276000.000000,-50
11278000.000000,-59
11280000.000000,-50
11282000.000000,109
11284000.000000,68
11286000.000000,-11
11288000.000000,-123
11290000.000000,-71
11292000.000000,39
11294000.000000,56
11296000.000000,47
11298000.000000,-40
11300000.000000,-19
11302000.000000,-66
11304000.000000,30
11306000.000000,47
11308000.000000,6
11310000.000000,-54
11312000.000000,-20
11314000.000000,45
11316000.000000,-25
11318000.000000,14
11320000.000000,13
11322000.000000,62
11324000.000000,-46
11326000.000000,-29
11328000.000000,44
11330000.000000,52
11332000.000000,13
11334000.000000,-43
11336000.000000,-2
11338000.000000,-34
11340000.000000,49
11342000.000000,58
11344000.000000,64
11346000.000000,-63
11348000.000000,-45
11350000.000000,20
11352000.000000,-10
11354000.000000,-7
11356000.000000,-15
11358000.000000,85
11360000.000000,-34
11362000.000000,-64
11364000.000000,-46
11366000.000000,59
11368000.000000,75
11370000.000000,-31
11372000.000000,-66
11374000.000000,-82
11376000.000000,58
11378000.000000,103
11380000.000000,73
11382000.000000,-98
11384000.000000,-125
11386000.000000,-29
11388000.000000,55
11390000.000000,45
11392000.000000,-18
11394000.000000,49
11396000.000000,62
11398000.000000,-8
11400000.000000,-151
11402000.000000,-61
11404000.000000,52
11406000.000000,122
11408000.000000,38
11410000.000000,-85
11412000.000000,-86
11414000.000000,-15
11416000.000000,167
11418000.000000,88
11420000.000000,-68
11422000.000000,-209
11424000.000000,-54
11426000.000000,133
11428000.000000,145
11430000.000000,22
11432000.000000,-127
11434000.000000,-55
11436000.000000,-40
11438000.000000,70
11440000.000000,50
11442000.000000,8
11444000.000000,-48
11446000.000000,-20
11448000.000000,26
11450000.000000,-8
11452000.000000,11
11454000.000000,-46
11456000.000000,26
11458000.000000,-23
11460000.000000,10
11462000.000000,-10
11464000.000000,26
11466000.000000,59
11468000.000000,-19
11470000.000000,-19
11472000.000000,-71
11474000.000000,-28
11476000.000000,-3
11478000.000000,101
11480000.000000,31
11482000.000000,-84
11484000.000000,-76
11486000.000000,32
11488000.000000,80
11490000.000000,-26
11492000.000000,-6
11494000.000000,-44
11496000.000000,-4
11498000.000000,-16
11500000.000000,13
11502000.000000,-7
11504000.000000,-15
11506000.000000,43
11508000.000000,1
11510000.000000,-4
11512000.000000,-31
11514000.000000,29
11516000.000000,17
11518000.000000,-5
11520000.000000,-38
11522000.000000,13
11524000.000000,59
11526000.000000,15
11528000.000000,-13
11530000.000000,-34
11532000.000000,27
11534000.000000,-12
11536000.000000,4
11538000.000000,-6
11540000.000000,48
11542000.000000,34
11544000.000000,-44
11546000.000000,-31
11548000.000000,-32
11550000.000000,46
11552000.000000,6
11554000.000000,20
11556000.000000,-66
11558000.000000,-32
11560000.000000,123
11562000.000000,129
11564000.000000,-59
11566000.000000,-230
11568000.000000,-49
11570000.000000,109
11572000.000000,180
11574000.000000,2
11576000.000000,-106
11578000.000000,-99
11580000.000000,45
11582000.000000,119
11584000.000000,16
11586000.000000,-40
11588000.000000,-103
11590000.000000,23
11592000.000000,53
11594000.000000,86
11596000.000000,-26
11598000.000000,-28
11600000.000000,-11
11602000.000000,-53
11604000.000000,15
11606000.000000,-1
11608000.000000,67
11610000.000000,4
11612000.000000,21
11614000.000000,-12
11616000.000000,-103
11618000.000000,-66
11620000.000000,26
11622000.000000,141
11624000.000000,17
11626000.000000,-91
11628000.000000,-110
11630000.000000,37
11632000.000000,88
11634000.000000,66
11636000.000000,-38
11638000.000000,-106
11640000.000000,-55
11642000.000000,56
11644000.000000,124
11646000.000000,-24
11648000.000000,-66
11650000.000000,-41
11652000.000000,68
11654000.000000,15
11656000.000000,-24
11658000.000000,-1
11660000.000000,29
11662000.000000,56
11664000.000000,-58
11666000.000000,-44
11668000.000000,-34
11670000.000000,114
11672000.000000,82
11674000.000000,2
11676000.000000,-109
11678000.000000,-115
11680000.000000,58
11682000.000000,107
11684000.000000,62
11686000.000000,-105
11688000.000000,-52
11690000.000000,-21
11692000.000000,48
11694000.000000,41
11696000.000000,-2
11698000.000000,-40
11700000.000000,-103
11702000.000000,12
11704000.000000,69
11706000.000000,122
11708000.000000,-70
11710000.000000,-98
11712000.000000,-51
11714000.000000,21
11716000.000000,29
11718000.000000,-26
11720000.000000,29
11722000.000000,-29
11724000.000000,46
11726000.000000,21
11728000.000000,-27
11730000.000000,-102
11732000.000000,-32
11734000.000000,53
11736000.000000,42
11738000.000000,14
11740000.000000,-20
11742000.000000,26
11744000.000000,-7
11746000.000000,-8
11748000.000000,-47
11750000.000000,-11
11752000.000000,16
11754000.000000,27
11756000.000000,52
11758000.000000,-5
11760000.000000,-27
11762000.000000,-75
11764000.000000,52
11766000.000000,29
11768000.000000,-11
11770000.000000,-49
11772000.000000,13
11774000.000000,47
11776000.000000,15
11778000.000000,47
11780000.000000,-54
11782000.000000,-62
11784000.000000,-81
11786000.000000,68
11788000.000000,100
11790000.000000,20
11792000.000000,-54
11794000.000000,-67
11796000.000000,14
11798000.000000,-5
11800000.000000,14
11802000.000000,-18
11804000.000000,-1
11806000.000000,-32
11808000.000000,14
11810000.000000,7
11812000.000000,-34
11814000.000000,0
11816000.000000,31
11818000.000000,31
11820000.000000,-94
11822000.000000,-88
11824000.000000,5
11826000.000000,169
11828000.000000,54
11830000.000000,-121
11832000.000000,-131
11834000.000000,-1
11836000.000000,124
11838000.000000,92
11840000.000000,73
11842000.000000,-145
11844000.000000,-152
11846000.000000,40
11848000.000000,199
11850000.000000,59
11852000.000000,-133
11854000.000000,-21
11856000.000000,24
11858000.000000,65
11860000.000000,-26
11862000.000000,17
11864000.000000,9
11866000.000000,-1
11868000.000000,-8
11870000.000000,-7
11872000.000000,11
11874000.000000,-9
11876000.000000,39
11878000.000000,-1
11880000.000000,-67
11882000.000000,-89
11884000.000000,70
11886000.000000,104
11888000.000000,20
11890000.000000,-21
11892000.000000,-58
11894000.000000,-55
11896000.000000,-92
11898000.000000,82
11900000.000000,120
11902000.000000,28
11904000.000000,-110
11906000.000000,-42
11908000.000000,85
11910000.000000,49
11912000.000000,-18
11914000.000000,-68
11916000.000000,1
11918000.000000,-27
11920000.000000,58
11922000.000000,75
11924000.000000,25
11926000.000000,-67
11928000.000000,-26
11930000.000000,58
11932000.000000,-45
11934000.000000,-43
11936000.000000,31
11938000.000000,140
11940000.000000,-10
11942000.000000,-103
11944000.000000,-74
11946000.000000,29
11948000.000000,61
11950000.000000,-30
11952000.000000,-11
11954000.000000,-31
11956000.000000,59
11958000.000000,36
11960000.000000,18
11962000.000000,-77
11964000.000000,-92
11966000.000000,29
11968000.000000,66
11970000.000000,26
11972000.000000,-43
11974000.000000,49
11976000.000000,-2
11978000.000000,-60
11980000.000000,-24
11982000.000000,92
11984000.000000,84
11986000.000000,-104
11988000.000000,-102
11990000.000000,19
11992000.000000,145
11994000.000000,37
11996000.000000,-36
11998000.000000,-99
12000000.000000,-35
12002000.000000,60
12004000.000000,126
12006000.000000,22
12008000.000000,-175
12010000.000000,-55
12012000.000000,103
12014000.000000,64
12016000.000000,-122
12018000.000000,-52
12020000.000000,71
12022000.000000,45
12024000.000000,-60
12026000.000000,-97
12028000.000000,20
12030000.000000,21
12032000.000000,104
12034000.000000,8
12036000.000000,-110
12038000.000000,-131
12040000.000000,30
12042000.000000,152
12044000.000000,9
12046000.000000,-111
12048000.000000,-80
12050000.000000,77
12052000.000000,57
12054000.000000,31
12056000.000000,-25
12058000.000000,-15
12060000.000000,-91
12062000.000000,-67
12064000.000000,67
12066000.000000,97
12068000.000000,71
12070000.000000,-69
12072000.000000,-26
12074000.000000,-83
12076000.000000,-22
12078000.000000,44
12080000.000000,89
12082000.000000,7
12084000.000000,-101
12086000.000000,3
12088000.000000,1
12090000.000000,32
12092000.000000,4
12094000.000000,67
12096000.000000,-42
12098000.000000,-134
12100000.000000,-8
12102000.000000,146
12104000.000000,147
12106000.000000,-75
12108000.000000,-100
12110000.000000,-102
12112000.000000,35
12114000.000000,66
12116000.000000,82
12118000.000000,16
12120000.000000,-86
12122000.000000,-16
12124000.000000,21
12126000.000000,72
12128000.000000,-56
12130000.000000,-57
12132000.000000,4
12134000.000000,40
12136000.000000,-31
12138000.000000,-25
12140000.000000,89
12142000.000000,18
12144000.000000,-55
12146000.000000,-69
12148000.000000,49
12150000.000000,23
12152000.000000,-4
12154000.000000,2
12156000.000000,4
12158000.000000,-21
12160000.000000,-8
12162000.000000,8
12164000.000000,-40
12166000.000000,22
12168000.000000,55
12170000.000000,69
12172000.000000,-86
12174000.000000,-81
12176000.000000,64
12178000.000000,138
12180000.000000,11
12182000.000000,-171
12184000.000000,-35
12186000.000000,107
12188000.000000,147
12190000.000000,-41
12192000.000000,-87
12194000.000000,-77
12196000.000000,64
12198000.000000,145
12200000.000000,30
12202000.000000,-89
12204000.000000,-168
12206000.000000,53
12208000.000000,117
12210000.000000,52
12212000.000000,-115
12214000.000000,-37
12216000.000000,116
12218000.000000,33
12220000.000000,-93
12222000.000000,-109
12224000.000000,69
12226000.000000,37
12228000.000000,-7
12230000.000000,-67
12232000.000000,-30
12234000.000000,57
12236000.000000,98
12238000.000000,31
12240000.000000,-153
12242000.000000,-127
12244000.000000,26
12246000.000000,191
12248000.000000,69
12250000.000000,-60
12252000.000000,-103
12254000.000000,-36
12256000.000000,45
12258000.000000,50
12260000.000000,88
12262000.000000,-57
12264000.000000,-89
12266000.000000,-23
12268000.000000,123
12270000.000000,71
12272000.000000,-50
12274000.000000,-74
12276000.000000,-74
12278000.000000,-1
12280000.000000,20
12282000.000000,110
12284000.000000,28
12286000.000000,-31
12288000.000000,-39
12290000.000000,-10
12292000.000000,-23
12294000.000000,-76
12296000.000000,30
12298000.000000,116
12300000.000000,65
12302000.000000,-133
12304000.000000,-91
12306000.000000,30
12308000.000000,111
12310000.000000,25
12312000.000000,-36
12314000.000000,-86
12316000.000000,-77
12318000.000000,111
12320000.000000,104
12322000.000000,8
12324000.000000,-123
12326000.000000,-23
12328000.000000,9
12330000.000000,7
12332000.000000,44
12334000.000000,32
12336000.000000,40
12338000.000000,-98
12340000.000000,-77
12342000.000000,-7
12344000.000000,122
12346000.000000,39
12348000.000000,-75
12350000.000000,-74
12352000.000000,-18
12354000.000000,59
12356000.000000,27
12358000.000000,30
12360000.000000,-66
12362000.000000,-13
12364000.000000,6
12366000.000000,-2
12368000.000000,-33
12370000.000000,2
12372000.000000,83
12374000.000000,-26
12376000.000000,-75
12378000.000000,-64
12380000.000000,145
12382000.000000,112
12384000.000000,-75
12386000.000000,-150
12388000.000000,-56
12390000.000000,88
12392000.000000,87
12394000.000000,70
12396000.000000,-93
12398000.000000,-102
12400000.000000,25
12402000.000000,162
12404000.000000,18
12406000.000000,-167
12408000.000000,-108
12410000.000000,84
12412000.000000,162
12414000.000000,10
12416000.000000,-92
12418000.000000,-82
12420000.000000,57
12422000.000000,17
12424000.000000,-13
12426000.000000,-15
12428000.000000,-2
12430000.000000,59
12432000.000000,50
12434000.000000,36
12436000.000000,-129
12438000.000000,-65
12440000.000000,49
12442000.000000,100
12444000.000000,-25
12446000.000000,-60
12448000.000000,5
12450000.000000,43
12452000.000000,79
12454000.000000,-23
12456000.000000,-77
12458000.000000,-123
12460000.000000,-4
12462000.000000,99
12464000.000000,109
12466000.000000,8
12468000.000000,-108
12470000.000000,-37
12472000.000000,-31
12474000.000000,42
12476000.000000,23
12478000.000000,60
12480000.000000,-60
12482000.000000,-78
12484000.000000,-6
12486000.000000,73
12488000.000000,64
12490000.000000,-50
12492000.000000,-41
12494000.000000,-46
12496000.000000,40
12498000.000000,-6
12500000.000000,71
12502000.000000,103
12504000.000000,-24
12506000.000000,-121
12508000.000000,-93
12510000.000000,98
12512000.000000,72
12514000.000000,98
12516000.000000,2
12518000.000000,-87
12520000.000000,-111
12522000.000000,51
12524000.000000,169
12526000.000000,27
12528000.000000,-90
12530000.000000,-112
12532000.000000,28
12534000.000000,45
12536000.000000,52
12538000.000000,2
12540000.000000,-32
12542000.000000,-65
12544000.000000,-29
12546000.000000,91
12548000.000000,20
12550000.000000,-37
12552000.000000,-73
12554000.000000,27
12556000.000000,-21
12558000.000000,-19
12560000.000000,50
12562000.000000,53
12564000.000000,-12
12566000.000000,-71
12568000.000000,15
12570000.000000,-27
12572000.000000,-8
12574000.000000,2
12576000.000000,99
12578000.000000,61
12580000.000000,-71
12582000.000000,-86
12584000.000000,31
12586000.000000,117
12588000.000000,2
12590000.000000,-46
12592000.000000,-63
12594000.000000,15
12596000.000000,52
12598000.000000,137
12600000.000000,5
12602000.000000,-194
12604000.000000,-74
12606000.000000,78
12608000.000000,133
12610000.000000,-37
12612000.000000,-13
12614000.000000,-12
12616000.000000,23
12618000.000000,-6
12620000.000000,-36
12622000.000000,-22
12624000.000000,-52
12626000.000000,43
12628000.000000,37
12630000.000000,42
12632000.000000,-68
12634000.000000,-9
12636000.000000,61
12638000.000000,-20
12640000.000000,-105
12642000.000000,-50
12644000.000000,132
12646000.000000,80
12648000.000000,-14
12650000.000000,-111
12652000.000000,-57
12654000.000000,15
12656000.000000,76
12658000.000000,59
12660000.000000,-62
12662000.000000,-100
12664000.000000,-29
12666000.000000,140
12668000.000000,62
12670000.000000,-69
12672000.000000,-112
12674000.000000,-9
12676000.000000,-26
12678000.000000,10
12680000.000000,126
12682000.000000,37
12684000.000000,-89
12686000.000000,-138
12688000.000000,62
12690000.000000,58
12692000.000000,2
12694000.000000,-15
12696000.000000,-16
12698000.000000,-33
12700000.000000,-37
12702000.000000,46
12704000.000000,45
12706000.000000,36
12708000.000000,-55
12710000.000000,-10
12712000.000000,-28
12714000.000000,-30
12716000.000000,-2
12718000.000000,61
12720000.000000,80
12722000.000000,-68
12724000.000000,-71
12726000.000000,-28
12728000.000000,94
12730000.000000,65
12732000.000000,25
12734000.000000,-95
12736000.000000,-149
12738000.000000,19
12740000.000000,116
12742000.000000,128
12744000.000000,-82
12746000.000000,-87
12748000.000000,-56
12750000.000000,17
12752000.000000,37
12754000.000000,53
12756000.000000,79
12758000.000000,-59
12760000.000000,-76
12762000.000000,-30
12764000.000000,112
12766000.000000,34
12768000.000000,-37
12770000.000000,-59
12772000.000000,-24
12774000.000000,46
12776000.000000,73
12778000.000000,95
12780000.000000,-33
12782000.000000,-76
12784000.000000,-81
12786000.000000,10
12788000.000000,24
12790000.000000,30
12792000.000000,67
12794000.000000,32
12796000.000000,-39
12798000.000000,-136
12800000.000000,12
12802000.000000,102
12804000.000000,68
12806000.000000,-101
12808000.000000,-103
12810000.000000,25
12812000.000000,112
12814000.000000,68
12816000.000000,-68
12818000.000000,-118
12820000.000000,-71
12822000.000000,135
12824000.000000,102
12826000.000000,-28
12828000.000000,-103
12830000.000000,24
12832000.000000,120
12834000.000000,-10
12836000.000000,-90
12838000.000000,-62
12840000.000000,96
12842000.000000,69
12844000.000000,37
12846000.000000,-55
12848000.000000,-22
12850000.000000,36
12852000.000000,38
12854000.000000,7
12856000.000000,-108
12858000.000000,-12
12860000.000000,49
12862000.000000,89
12864000.000000,-3
12866000.000000,-60
12868000.000000,-54
12870000.000000,-20
12872000.000000,79
12874000.000000,46
12876000.000000,27
12878000.000000,-106
12880000.000000,-88
12882000.000000,-53
12884000.000000,107
12886000.000000,107
12888000.000000,-39
12890000.000000,-107
12892000.000000,-64
12894000.000000,81
12896000.000000,56
12898000.000000,41
12900000.000000,-89
12902000.000000,-73
12904000.000000,8
12906000.000000,90
12908000.000000,67
12910000.000000,-48
12912000.000000,-8
12914000.000000,-18
12916000.000000,-4
12918000.000000,-74
12920000.000000,42
12922000.000000,113
12924000.000000,100
12926000.000000,-82
12928000.000000,-163
12930000.000000,-32
12932000.000000,69
12934000.000000,112
12936000.000000,-11
12938000.000000,-48
12940000.000000,-65
12942000.000000,37
12944000.000000,95
12946000.000000,31
12948000.000000,-53
12950000.000000,-109
12952000.000000,-35
12954000.000000,-9
12956000.000000,84
12958000.000000,89
12960000.000000,61
12962000.000000,-104
12964000.000000,-131
12966000.000000,-31
12968000.000000,71
12970000.000000,67
12972000.000000,-20
12974000.000000,25
12976000.000000,-46
12978000.000000,-21
12980000.000000,3
12982000.000000,31
12984000.000000,-39
12986000.000000,-18
12988000.000000,71
12990000.000000,-35
12992000.000000,-22
12994000.000000,-12
12996000.000000,125
12998000.000000,20
13000000.000000,-108
13002000.000000,-160
13004000.000000,-65
13006000.000000,201
13008000.000000,181
13010000.000000,-7
13012000.000000,-213
13014000.000000,-98
13016000.000000,74
13018000.000000,178
13020000.000000,18
13022000.000000,-147
13024000.000000,-81
13026000.000000,76
13028000.000000,132
13030000.000000,-20
13032000.000000,-55
13034000.000000,-43
13036000.000000,51
13038000.000000,14
13040000.000000,-5
13042000.000000,-1
13044000.000000,3
13046000.000000,45
13048000.000000,-25
