Samples,Power
10990000.000000,-36
10992000.000000,-128
10994000.000000,-93
10996000.000000,60
10998000.000000,122
11000000.000000,96
11002000.000000,-109
11004000.000000,-97
11006000.000000,-58
11008000.000000,62
11010000.000000,66
11012000.000000,17
11014000.000000,-49
11016000.000000,-136
11018000.000000,8
11020000.000000,101
11022000.000000,134
11024000.000000,-32
11026000.000000,-127
11028000.000000,-125
11030000.000000,56
11032000.000000,144
11034000.000000,47
11036000.000000,-60
11038000.000000,-69
11040000.000000,69
11042000.000000,17
11044000.000000,-39
11046000.000000,-79
11048000.000000,40
11050000.000000,102
11052000.000000,23
11054000.000000,-79
11056000.000000,-93
11058000.000000,53
11060000.000000,72
11062000.000000,26
11064000.000000,-142
11066000.000000,-94
11068000.000000,85
11070000.000000,190
11072000.000000,29
11074000.000000,-179
11076000.000000,-106
11078000.000000,31
11080000.000000,130
11082000.000000,-23
11084000.000000,-85
11086000.000000,-63
11088000.000000,82
11090000.000000,93
11092000.000000,-40
11094000.000000,-64
11096000.000000,-54
11098000.000000,46
11100000.000000,16
11102000.000000,10
11104000.000000,-9
11106000.000000,48
11108000.000000,34
11110000.000000,-25
11112000.000000,-57
11114000.000000,-24
11116000.000000,73
11118000.000000,38
11120000.000000,49
11122000.000000,-62
11124000.000000,-39
11126000.000000,-2
11128000.000000,13
11130000.000000,56
11132000.000000,-3
11134000.000000,12
11136000.000000,-82
11138000.000000,-16
11140000.000000,4
11142000.000000,84
11144000.000000,59
11146000.000000,-44
11148000.000000,-119
11150000.000000,-93
11152000.000000,109
11154000.000000,129
11156000.000000,39
11158000.000000,-162
11160000.000000,-121
11162000.000000,37
11164000.000000,167
11166000.000000,82
11168000.000000,-51
11170000.000000,-67
11172000.000000,-72
11174000.000000,17
11176000.000000,51
11178000.000000,95
11180000.000000,-26
11182000.000000,-32
11184000.000000,19
11186000.000000,3
11188000.000000,-12
11190000.000000,4
11192000.000000,78
11194000.000000,-35
11196000.000000,-61
11198000.000000,-24
11200000.000000,51
11202000.000000,44
11204000.000000,31
11206000.000000,-6
11208000.000000,-85
11210000.000000,-79
11212000.000000,-20
11214000.000000,138
11216000.000000,96
11218000.000000,-6
11220000.000000,-136
11222000.000000,-74
11224000.000000,20
11226000.000000,75
11228000.000000,57
11230000.000000,-81
11232000.000000,-47
11234000.000000,0
11236000.000000,138
11238000.000000,22
11240000.000000,-81
11242000.000000,-80
11244000.000000,40
11246000.000000,72
11248000.000000,-69
11250000.000000,-47
11252000.000000,66
11254000.000000,176
11256000.000000,-5
11258000.000000,-123
11260000.000000,-150
11262000.000000,5
11264000.000000,196
11266000.000000,126
11268000.000000,-77
11270000.000000,-230
11272000.000000,12
11274000.000000,166
11276000.000000,99
11278000.000000,-133
11280000.000000,-123
11282000.000000,29
11284000.000000,114
11286000.000000,71
11288000.000000,-76
11290000.000000,-40
11292000.000000,-44
11294000.000000,38
11296000.000000,-12
11298000.000000,12
11300000.000000,15
11302000.000000,-3
11304000.000000,32
11306000.000000,-62
11308000.000000,-11
11310000.000000,38
11312000.000000,88
11314000.000000,-65
11316000.000000,-116
11318000.000000,10
11320000.000000,101
11322000.000000,57
11324000.000000,-79
11326000.000000,-54
11328000.000000,-8
11330000.000000,56
11332000.000000,25
11334000.000000,6
11336000.000000,-47
11338000.000000,-22
11340000.000000,2
11342000.000000,-20
11344000.000000,-25
11346000.000000,12
11348000.000000,116
11350000.000000,6
11352000.000000,-103
11354000.000000,-94
11356000.000000,72
11358000.000000,79
11360000.000000,1
11362000.000000,-17
11364000.000000,-47
11366000.000000,28
11368000.000000,12
11370000.000000,68
11372000.000000,-9
11374000.000000,-28
11376000.000000,-55
11378000.000000,9
11380000.000000,77
11382000.000000,42
11384000.000000,29
11386000.000000,-56
11388000.000000,-44
11390000.000000,-91
11392000.000000,17
11394000.000000,57
11396000.000000,48
11398000.000000,18
11400000.000000,1
11402000.000000,-23
11404000.000000,-120
11406000.000000,-10
11408000.000000,28
11410000.000000,89
11412000.000000,-54
11414000.000000,-121
11416000.000000,-42
11418000.000000,78
11420000.000000,146
11422000.000000,-2
11424000.000000,-126
11426000.000000,-200
11428000.000000,14
11430000.000000,192
11432000.000000,173
11434000.000000,-91
11436000.000000,-189
11438000.000000,3
11440000.000000,90
11442000.000000,68
11444000.000000,-44
11446000.000000,-7
11448000.000000,21
11450000.000000,47
11452000.000000,-11
11454000.000000,-29
11456000.000000,6
11458000.000000,26
11460000.000000,20
11462000.000000,-42
11464000.000000,-23
11466000.000000,-25
11468000.000000,110
11470000.000000,75
11472000.000000,-28
11474000.000000,-115
11476000.000000,-40
11478000.000000,72
11480000.000000,11
11482000.000000,22
11484000.000000,-38
11486000.000000,-7
11488000.000000,-29
11490000.000000,27
11492000.000000,23
11494000.000000,-14
11496000.000000,19
11498000.000000,-12
11500000.000000,6
11502000.000000,-56
11504000.000000,21
11506000.000000,31
11508000.000000,31
11510000.000000,-30
11512000.000000,7
11514000.000000,44
11516000.000000,2
11518000.000000,-6
11520000.000000,-35
11522000.000000,27
11524000.000000,-1
11526000.000000,27
11528000.000000,-5
11530000.000000,9
11532000.000000,15
11534000.000000,-22
11536000.000000,-13
11538000.000000,-17
11540000.000000,34
11542000.000000,-6
11544000.000000,69
11546000.000000,-10
11548000.000000,-58
11550000.000000,-38
11552000.000000,57
11554000.000000,87
11556000.000000,-92
11558000.000000,-74
11560000.000000,-25
11562000.000000,116
11564000.000000,115
11566000.000000,22
11568000.000000,-117
11570000.000000,-152
11572000.000000,24
11574000.000000,136
11576000.000000,108
11578000.000000,-84
11580000.000000,-96
11582000.000000,-9
11584000.000000,120
11586000.000000,57
11588000.000000,-54
11590000.000000,-80
11592000.000000,-31
11594000.000000,47
11596000.000000,53
11598000.000000,58
11600000.000000,-46
11602000.000000,-30
11604000.000000,-35
11606000.000000,7
11608000.000000,-31
11610000.000000,-21
11612000.000000,88
11614000.000000,49
11616000.000000,5
11618000.000000,-112
11620000.000000,-58
11622000.000000,-3
11624000.000000,98
11626000.000000,64
11628000.000000,-56
11630000.000000,-122
11632000.000000,-48
11634000.000000,146
11636000.000000,76
11638000.000000,-18
11640000.000000,-128
11642000.000000,-27
11644000.000000,-5
11646000.000000,33
11648000.000000,39
11650000.000000,-14
11652000.000000,-18
11654000.000000,-64
11656000.000000,50
11658000.000000,-22
11660000.000000,8
11662000.000000,-8
11664000.000000,36
11666000.000000,21
11668000.000000,-110
11670000.000000,-62
11672000.000000,14
11674000.000000,135
11676000.000000,47
11678000.000000,-63
11680000.000000,-121
11682000.000000,-30
11684000.000000,72
11686000.000000,102
11688000.000000,14
11690000.000000,-106
11692000.000000,-57
11694000.000000,33
11696000.000000,141
11698000.000000,2
11700000.000000,-91
11702000.000000,-88
11704000.000000,21
11706000.000000,85
11708000.000000,48
11710000.000000,26
11712000.000000,-75
11714000.000000,-10
11716000.000000,-25
11718000.000000,32
11720000.000000,-51
11722000.000000,-17
11724000.000000,56
11726000.000000,38
11728000.000000,5
11730000.000000,-46
11732000.000000,31
11734000.000000,-51
11736000.000000,-58
11738000.000000,-43
11740000.000000,68
11742000.000000,52
11744000.000000,-29
11746000.000000,-21
11748000.000000,-5
11750000.000000,37
11752000.000000,-63
11754000.000000,-41
11756000.000000,-4
11758000.000000,89
11760000.000000,41
11762000.000000,-13
11764000.000000,-42
11766000.000000,-46
11768000.000000,63
11770000.000000,55
11772000.000000,-5
11774000.000000,-136
11776000.000000,30
11778000.000000,139
11780000.000000,90
11782000.000000,-67
11784000.000000,-115
11786000.000000,3
11788000.000000,19
11790000.000000,71
11792000.000000,4
11794000.000000,0
11796000.000000,-38
11798000.000000,28
11800000.000000,28
11802000.000000,-32
11804000.000000,-33
11806000.000000,3
11808000.000000,70
11810000.000000,-46
11812000.000000,-70
11814000.000000,-8
11816000.000000,101
11818000.000000,49
11820000.000000,-58
11822000.000000,-90
11824000.000000,-30
11826000.000000,45
11828000.000000,31
11830000.000000,100
11832000.000000,-13
11834000.000000,-106
11836000.000000,-119
11838000.000000,55
11840000.000000,184
11842000.000000,55
11844000.000000,-47
11846000.000000,-132
11848000.000000,-68
11850000.000000,23
11852000.000000,169
11854000.000000,43
11856000.000000,-126
11858000.000000,-105
11860000.000000,73
11862000.000000,108
11864000.000000,-52
11866000.000000,-64
11868000.000000,1
11870000.000000,85
11872000.000000,-17
11874000.000000,-36
11876000.000000,-23
11878000.000000,50
11880000.000000,47
11882000.000000,-33
11884000.000000,-67
11886000.000000,-110
11888000.000000,74
11890000.000000,164
11892000.000000,102
11894000.000000,-133
11896000.000000,-133
11898000.000000,34
11900000.000000,78
11902000.000000,33
11904000.000000,-60
11906000.000000,28
11908000.000000,-11
11910000.000000,39
11912000.000000,17
11914000.000000,7
11916000.000000,-31
11918000.000000,-56
11920000.000000,26
11922000.000000,-19
11924000.000000,-7
11926000.000000,32
11928000.000000,99
11930000.000000,-44
11932000.000000,-140
11934000.000000,-45
11936000.000000,74
11938000.000000,44
11940000.000000,-52
11942000.000000,31
11944000.000000,13
11946000.000000,-13
11948000.000000,-75
11950000.000000,18
11952000.000000,18
11954000.000000,-15
11956000.000000,-10
11958000.000000,-2
11960000.000000,48
11962000.000000,5
11964000.000000,51
11966000.000000,-16
11968000.000000,-86
11970000.000000,-92
11972000.000000,69
11974000.000000,150
11976000.000000,-37
11978000.000000,-106
11980000.000000,-46
11982000.000000,111
11984000.000000,48
11986000.000000,3
11988000.000000,-80
11990000.000000,-77
11992000.000000,-1
11994000.000000,98
11996000.000000,58
11998000.000000,-87
12000000.000000,-83
12002000.000000,0
12004000.000000,82
12006000.000000,-37
12008000.000000,-8
12010000.000000,51
12012000.000000,3
12014000.000000,-93
12016000.000000,-34
12018000.000000,110
12020000.000000,-3
12022000.000000,-33
12024000.000000,-8
12026000.000000,46
12028000.000000,-54
12030000.000000,-47
12032000.000000,54
12034000.000000,61
12036000.000000,53
12038000.000000,-39
12040000.000000,-51
12042000.000000,-88
12044000.000000,43
12046000.000000,93
12048000.000000,58
12050000.000000,-116
12052000.000000,-162
12054000.000000,63
12056000.000000,169
12058000.000000,95
12060000.000000,-153
12062000.000000,-107
12064000.000000,-36
12066000.000000,41
12068000.000000,24
12070000.000000,18
12072000.000000,34
12074000.000000,-28
12076000.000000,5
12078000.000000,-75
12080000.000000,-34
12082000.000000,-8
12084000.000000,141
12086000.000000,72
12088000.000000,-123
12090000.000000,-129
12092000.000000,75
12094000.000000,221
12096000.000000,-11
12098000.000000,-132
12100000.000000,-96
12102000.000000,62
12104000.000000,101
12106000.000000,89
12108000.000000,23
12110000.000000,-65
12112000.000000,-48
12114000.000000,-16
12116000.000000,40
12118000.000000,-10
12120000.000000,64
12122000.000000,19
12124000.000000,10
12126000.000000,-69
12128000.000000,-17
12130000.000000,106
12132000.000000,48
12134000.000000,-97
12136000.000000,-153
12138000.000000,81
12140000.000000,95
12142000.000000,10
12144000.000000,-66
12146000.000000,-13
12148000.000000,2
12150000.000000,-13
12152000.000000,37
12154000.000000,-54
12156000.000000,-12
12158000.000000,30
12160000.000000,104
12162000.000000,-64
12164000.000000,-147
12166000.000000,-23
12168000.000000,131
12170000.000000,112
12172000.000000,-117
12174000.000000,-94
12176000.000000,14
12178000.000000,117
12180000.000000,11
12182000.000000,-30
12184000.000000,-48
12186000.000000,-37
12188000.000000,51
12190000.000000,57
12192000.000000,23
12194000.000000,-88
12196000.000000,-25
12198000.000000,9
12200000.000000,90
12202000.000000,29
12204000.000000,-23
12206000.000000,-49
12208000.000000,-71
12210000.000000,4
12212000.000000,42
12214000.000000,81
12216000.000000,-63
12218000.000000,-57
12220000.000000,30
12222000.000000,88
12224000.000000,-41
12226000.000000,-90
12228000.000000,34
12230000.000000,29
12232000.000000,-17
12234000.000000,-88
12236000.000000,28
12238000.000000,90
12240000.000000,83
12242000.000000,-48
12244000.000000,-151
12246000.000000,-113
12248000.000000,52
12250000.000000,204
12252000.000000,68
12254000.000000,-136
12256000.000000,-219
12258000.000000,49
12260000.000000,146
12262000.000000,31
12264000.000000,-95
12266000.000000,-105
12268000.000000,27
12270000.000000,45
12272000.000000,109
12274000.000000,-24
12276000.000000,-74
12278000.000000,-57
12280000.000000,8
12282000.000000,7
12284000.000000,-35
12286000.000000,42
12288000.000000,80
12290000.000000,79
12292000.000000,-98
12294000.000000,-99
12296000.000000,5
12298000.000000,84
12300000.000000,20
12302000.000000,1
12304000.000000,18
12306000.000000,-82
12308000.000000,-12
12310000.000000,51
12312000.000000,103
12314000.000000,-59
12316000.000000,-66
12318000.000000,-29
12320000.000000,-6
12322000.000000,53
12324000.000000,61
12326000.000000,52
12328000.000000,-105
12330000.000000,-103
12332000.000000,-26
12334000.000000,125
12336000.000000,92
12338000.000000,-31
12340000.000000,-79
12342000.000000,-69
12344000.000000,32
12346000.000000,47
12348000.000000,62
12350000.000000,-45
12352000.000000,-42
12354000.000000,-20
12356000.000000,32
12358000.000000,-2
12360000.000000,-2
12362000.000000,64
12364000.000000,40
12366000.000000,-39
12368000.000000,-116
12370000.000000,40
12372000.000000,90
12374000.000000,44
12376000.000000,-93
12378000.000000,-82
12380000.000000,20
12382000.000000,39
12384000.000000,114
12386000.000000,13
12388000.000000,-98
12390000.000000,-152
12392000.000000,54
12394000.000000,110
12396000.000000,14
12398000.000000,-88
12400000.000000,-62
12402000.000000,67
12404000.000000,44
12406000.000000,44
12408000.000000,-81
12410000.000000,-87
12412000.000000,-28
12414000.000000,76
12416000.000000,108
12418000.000000,10
12420000.000000,-70
12422000.000000,-69
12424000.000000,71
12426000.000000,7
12428000.000000,-29
12430000.000000,-37
12432000.000000,71
12434000.000000,70
12436000.000000,21
12438000.000000,-16
12440000.000000,-85
12442000.000000,-25
12444000.000000,40
12446000.000000,114
12448000.000000,-58
12450000.000000,-105
12452000.000000,15
12454000.000000,161
12456000.000000,114
12458000.000000,-121
12460000.000000,-141
12462000.000000,-63
12464000.000000,84
12466000.000000,78
12468000.000000,52
12470000.000000,-42
12472000.000000,-57
12474000.000000,-39
12476000.000000,11
12478000.000000,44
12480000.000000,-13
12482000.000000,20
12484000.000000,-45
12486000.000000,4
12488000.000000,-20
12490000.000000,53
12492000.000000,55
12494000.000000,-23
12496000.000000,-81
12498000.000000,-79
12500000.000000,69
12502000.000000,69
12504000.000000,71
12506000.000000,2
12508000.000000,-28
12510000.000000,-125
12512000.000000,-52
12514000.000000,138
12516000.000000,110
12518000.000000,-12
12520000.000000,-116
12522000.000000,-22
12524000.000000,-21
12526000.000000,57
12528000.000000,94
12530000.000000,41
12532000.000000,-111
12534000.000000,-123
12536000.000000,57
12538000.000000,104
12540000.000000,58
12542000.000000,-91
12544000.000000,-24
12546000.000000,-4
12548000.000000,16
12550000.000000,40
12552000.000000,43
12554000.000000,-11
12556000.000000,-103
12558000.000000,29
12560000.000000,16
12562000.000000,14
12564000.000000,-34
12566000.000000,70
12568000.000000,51
12570000.000000,-53
12572000.000000,-74
12574000.000000,-61
12576000.000000,50
12578000.000000,39
12580000.000000,50
12582000.000000,-24
12584000.000000,-74
12586000.000000,-72
12588000.000000,58
12590000.000000,116
12592000.000000,-67
12594000.000000,-146
12596000.000000,-38
12598000.000000,170
12600000.000000,58
12602000.000000,-36
12604000.000000,-75
12606000.000000,-43
12608000.000000,-33
12610000.000000,46
12612000.000000,65
12614000.000000,-28
12616000.000000,3
12618000.000000,17
12620000.000000,65
12622000.000000,-44
12624000.000000,-35
12626000.000000,-7
12628000.000000,7
12630000.000000,5
12632000.000000,-13
12634000.000000,71
12636000.000000,32
12638000.000000,1
12640000.000000,-50
12642000.000000,-12
12644000.000000,-59
12646000.000000,-15
12648000.000000,98
12650000.000000,86
12652000.000000,-61
12654000.000000,-153
12656000.000000,2
12658000.000000,67
12660000.000000,65
12662000.000000,-52
12664000.000000,-53
12666000.000000,-46
12668000.000000,-11
12670000.000000,109
12672000.000000,85
12674000.000000,-43
12676000.000000,-202
12678000.000000,-11
12680000.000000,114
12682000.000000,79
12684000.000000,-42
12686000.000000,-13
12688000.000000,12
12690000.000000,-53
12692000.000000,51
12694000.000000,35
12696000.000000,32
12698000.000000,-49
12700000.000000,4
12702000.000000,-15
12704000.000000,-21
12706000.000000,40
12708000.000000,58
12710000.000000,59
12712000.000000,-69
12714000.000000,-62
12716000.000000,-18
12718000.000000,50
12720000.000000,15
12722000.000000,13
12724000.000000,3
12726000.000000,-70
12728000.000000,-76
12730000.000000,20
12732000.000000,152
12734000.000000,20
12736000.000000,-59
12738000.000000,-103
12740000.000000,-51
12742000.000000,17
12744000.000000,111
12746000.000000,133
12748000.000000,-63
12750000.000000,-140
12752000.000000,-90
12754000.000000,113
12756000.000000,104
12758000.000000,27
12760000.000000,-58
12762000.000000,-27
12764000.000000,17
12766000.000000,22
12768000.000000,49
12770000.000000,-14
12772000.000000,-37
12774000.000000,-63
12776000.000000,34
12778000.000000,19
12780000.000000,43
12782000.000000,81
12784000.000000,18
12786000.000000,-74
12788000.000000,-148
12790000.000000,-2
12792000.000000,62
12794000.000000,113
12796000.000000,-34
12798000.000000,-71
12800000.000000,-10
12802000.000000,15
12804000.000000,35
12806000.000000,-16
12808000.000000,4
12810000.000000,-101
12812000.000000,-27
12814000.000000,83
12816000.000000,98
12818000.000000,-30
12820000.000000,-93
12822000.000000,-53
12824000.000000,-6
12826000.000000,80
12828000.000000,17
12830000.000000,14
12832000.000000,-54
12834000.000000,24
12836000.000000,29
12838000.000000,8
12840000.000000,-67
12842000.000000,-61
12844000.000000,78
12846000.000000,52
12848000.000000,3
12850000.000000,-70
12852000.000000,10
12854000.000000,42
12856000.000000,39
12858000.000000,-16
12860000.000000,-96
12862000.000000,-50
12864000.000000,65
12866000.000000,141
12868000.000000,-22
12870000.000000,-116
12872000.000000,-124
12874000.000000,90
12876000.000000,171
12878000.000000,42
12880000.000000,-124
12882000.000000,-133
12884000.000000,67
12886000.000000,55
12888000.000000,51
12890000.000000,-36
12892000.000000,-33
12894000.000000,-41
12896000.000000,37
12898000.000000,53
12900000.000000,-12
12902000.000000,-8
12904000.000000,-39
12906000.000000,-28
12908000.000000,-72
12910000.000000,64
12912000.000000,75
12914000.000000,36
12916000.000000,-93
12918000.000000,-125
12920000.000000,-17
12922000.000000,32
12924000.000000,107
12926000.000000,24
12928000.000000,20
12930000.000000,-94
12932000.000000,-61
12934000.000000,2
12936000.000000,46
12938000.000000,41
12940000.000000,-18
12942000.000000,-10
12944000.000000,-80
12946000.000000,39
12948000.000000,115
12950000.000000,109
12952000.000000,-71
12954000.000000,-193
12956000.000000,-69
12958000.000000,119
12960000.000000,185
12962000.000000,2
12964000.000000,-45
12966000.000000,-63
12968000.000000,9
12970000.000000,-14
12972000.000000,19
12974000.000000,7
12976000.000000,15
12978000.000000,78
12980000.000000,-18
12982000.000000,-80
12984000.000000,-66
12986000.000000,77
12988000.000000,40
12990000.000000,-41
12992000.000000,-77
12994000.000000,-34
12996000.000000,79
12998000.000000,82
13000000.000000,56
13002000.000000,-111
13004000.000000,-123
13006000.000000,-67
13008000.000000,78
13010000.000000,114
13012000.000000,75
13014000.000000,-71
13016000.000000,-116
13018000.000000,4
13020000.000000,67
13022000.000000,118
13024000.000000,-39
13026000.000000,-97
13028000.000000,-80
13030000.000000,80
13032000.000000,139
13034000.000000,7
13036000.000000,-105
13038000.000000,-87
13040000.000000,93
13042000.000000,49
13044000.000000,-5
13046000.000000,-79
13048000.000000,48
